[Step 0] Agent 0 Action: 2, Reward: 0.0000
[Step 0] Adaptive green duration: 40
[Simulate] Step 1: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4436: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4437: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4438: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4439: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4440: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4441: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4442: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4443: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4444: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4445: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4446: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4447: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4448: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4449: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4450: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4451: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4452: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4453: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4453] Agent 0 Action: 0, Reward: -0.0500
[SetYellow] TL TL: Set yellow phase 7 out of 8 phases.
[Simulate] Step 4454: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4455: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4456: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4457: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4457] Adaptive green duration: 40
[Simulate] Step 4458: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4459: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4460: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4461: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4462: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4463: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4464: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4465: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4466: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4467: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4468: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4469: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4470: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4471: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4472: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4473: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4474: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4475: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4476: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4477: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4478: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4479: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4480: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4481: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4482: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4483: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4484: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4485: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4486: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4487: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4488: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4489: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4490: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4491: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4492: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4493: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4494: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4495: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4496: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4497: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4497] Agent 0 Action: 2, Reward: -0.0500
[SetYellow] TL TL: Set yellow phase 1 out of 8 phases.
[Simulate] Step 4498: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4499: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4500: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4501: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4501] Adaptive green duration: 40
[Simulate] Step 4502: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4503: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4504: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4505: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4506: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4507: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4508: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4509: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4510: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4511: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4512: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4513: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4514: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4515: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4516: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4517: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4518: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4519: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4520: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4521: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4522: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4523: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4524: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4525: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4526: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4527: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4528: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4529: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4530: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4531: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4532: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4533: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4534: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4535: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4536: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4537: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4538: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4539: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4540: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4541: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4541] Agent 0 Action: 0, Reward: -0.0500
[SetYellow] TL TL: Set yellow phase 5 out of 8 phases.
[Simulate] Step 4542: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4543: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4544: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4545: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4545] Adaptive green duration: 40
[Simulate] Step 4546: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4547: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4548: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4549: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4550: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4551: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4552: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4553: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4554: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4555: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4556: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4557: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4558: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4559: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4560: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4561: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4562: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4563: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4564: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4565: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4566: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4567: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4568: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4569: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4570: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4571: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4572: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4573: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4574: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4575: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4576: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4577: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4578: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4579: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4580: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4581: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4582: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4583: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4584: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4585: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4585] Agent 0 Action: 2, Reward: -0.0500
[SetYellow] TL TL: Set yellow phase 1 out of 8 phases.
[Simulate] Step 4586: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4587: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4588: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4589: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4589] Adaptive green duration: 40
[Simulate] Step 4590: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4591: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4592: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4593: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4594: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4595: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4596: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4597: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4598: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4599: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4600: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4601: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4602: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4603: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4604: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4605: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4606: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4607: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4608: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4609: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4610: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4611: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4612: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4613: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4614: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4615: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4616: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4617: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4618: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4619: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4620: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4621: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4622: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4623: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4624: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4625: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4626: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4627: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4628: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4629: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4629] Agent 0 Action: 3, Reward: -0.0500
[SetYellow] TL TL: Set yellow phase 5 out of 8 phases.
[Simulate] Step 4630: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4631: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4632: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4633: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4633] Adaptive green duration: 40
[Simulate] Step 4634: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4635: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4636: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4637: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4638: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4639: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4640: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4641: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4642: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4643: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4644: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4645: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4646: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4647: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4648: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4649: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4650: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4651: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4652: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4653: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4654: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4655: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4656: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4657: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4658: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4659: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4660: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4661: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4662: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4663: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4664: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4665: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4666: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4667: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4668: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4669: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4670: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4671: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4672: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4673: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4673] Agent 0 Action: 0, Reward: -0.0500
[SetYellow] TL TL: Set yellow phase 7 out of 8 phases.
[Simulate] Step 4674: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4675: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4676: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4677: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4677] Adaptive green duration: 40
[Simulate] Step 4678: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4679: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4680: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4681: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4682: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4683: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4684: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4685: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4686: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4687: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4688: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4689: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4690: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4691: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4692: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4693: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4694: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4695: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4696: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4697: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4698: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4699: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4700: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4701: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4702: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4703: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4704: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4705: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4706: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4707: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4708: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4709: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4710: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4711: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4712: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4713: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4714: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4715: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4716: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4717: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 4717] Agent 0 Action: 0, Reward: -0.0500
[Step 4717] Adaptive green duration: 40
[Simulate] Step 4718: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4719: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4720: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4721: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4722: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4723: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4724: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4725: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4726: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4727: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4728: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4729: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4730: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4731: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4732: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4733: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4734: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4735: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4736: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4737: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4738: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4739: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 4740: Queue length 1, Waiting time 1.0, Emergency Delay: 0.0
[Simulate] Step 4741: Queue length 1, Waiting time 2.0, Emergency Delay: 0.0
[Simulate] Step 4742: Queue length 1, Waiting time 3.0, Emergency Delay: 0.0
[Simulate] Step 4743: Queue length 1, Waiting time 4.0, Emergency Delay: 0.0
[Simulate] Step 4744: Queue length 1, Waiting time 5.0, Emergency Delay: 0.0
[Simulate] Step 4745: Queue length 1, Waiting time 6.0, Emergency Delay: 0.0
[Simulate] Step 4746: Queue length 1, Waiting time 7.0, Emergency Delay: 0.0
[Simulate] Step 4747: Queue length 1, Waiting time 8.0, Emergency Delay: 0.0
[Simulate] Step 4748: Queue length 1, Waiting time 9.0, Emergency Delay: 0.0
[Simulate] Step 4749: Queue length 1, Waiting time 10.0, Emergency Delay: 0.0
[Simulate] Step 4750: Queue length 1, Waiting time 11.0, Emergency Delay: 0.0
[Simulate] Step 4751: Queue length 1, Waiting time 12.0, Emergency Delay: 0.0
[Simulate] Step 4752: Queue length 1, Waiting time 13.0, Emergency Delay: 0.0
[Simulate] Step 4753: Queue length 1, Waiting time 14.0, Emergency Delay: 0.0
